Country,Satellite Altimetry Year,Satellite Altimetry
Brazil,2019.6666,49.477767
Brazil,2019.75,58.02065
Brazil,2019.8334,61.83035
Brazil,2019.9166,55.13981
Brazil,2020,63.836664
Brazil,2020.0834,68.22299
Brazil,2020.1666,75.0178
Brazil,2020.25,62.343545
Brazil,2020.3334,49.24171
Brazil,2020.4166,53.93603
Brazil,2020.5,57.092138
Brazil,2020.5834,66.64481
Brazil,2020.6666,59.796557
Brazil,2020.75,59.74306
Brazil,2020.8334,69.10524
Brazil,2020.9166,67.15389
Brazil,2021,72.92252
Brazil,2021.0834,77.012
Brazil,2021.1666,76.52955
Brazil,2021.25,77.16673
Brazil,2021.3334,52.68832
Brazil,2021.4166,42.76005
Brazil,2021.5,41.27137
Brazil,2021.5834,52.160926
Brazil,2021.6666,52.379396
Brazil,2021.75,73.783465
Brazil,2021.8334,79.09952
Brazil,2021.9166,79.67677
Brazil,2022,86.05253
Brazil,2022.0834,87.48929
Brazil,2022.1666,85.678786
Brazil,2022.25,68.3462
Brazil,2022.3334,63.6261
Brazil,2022.4166,63.17359
Brazil,2022.5,59.13984
Brazil,2022.5834,62.531635
Brazil,2022.6666,55.35711
Brazil,2022.75,63.13618
Brazil,2022.8334,74.79496
Brazil,2022.9166,72.18697
Brazil,2023,68.9321
Brazil,2023.0834,72.45144
Brazil,2023.1666,78.695096
Brazil,2023.25,70.6924
Brazil,2023.3334,55.2107
Brazil,2023.4166,65.34893
Brazil,2023.5,63.93931
Brazil,2023.5834,75.823836
Brazil,2023.6666,68.3114
Brazil,2023.75,80.7147
Brazil,2023.8334,70.09641
Brazil,2023.9166,75.86259
Brazil,2024,85.256375
Brazil,2024.0834,89.421466
Brazil,2024.1666,83.86827
Brazil,2024.25,77.272356
Brazil,2024.3334,67.48026
Brazil,2024.4166,76.49675
Brazil,2024.5,85.4542
Brazil,2024.5834,81.576064
Brazil,2024.6666,89.05861
Brazil,2024.75,89.015
Brazil,2024.8334,74.57681
Brazil,2024.9166,85.54085
Brunei,1992.0834,
Brunei,1992.1666,
Brunei,1992.25,
Brunei,1992.3334,
Brunei,1992.4166,
Brunei,1992.5,
Brunei,1992.5834,
Brunei,1992.6666,
Brunei,1992.75,47.34804
Brunei,1992.8334,47.83962
Brunei,1992.9166,-27.319945
Brunei,1993,-64.351745
Brunei,1993.0834,-96.01996
Brunei,1993.1666,-138.40364
Brunei,1993.25,-130.02516
Brunei,1993.3334,-139.78378
Brunei,1993.4166,-132.40169
Brunei,1993.5,-86.2364
Brunei,1993.5834,-61.67929
Brunei,1993.6666,-57.745665
Brunei,1993.75,29.95702
Brunei,1993.8334,-3.14287
Brunei,1993.9166,42.108767
Brunei,1994,-9.444875
Brunei,1994.0834,-76.376215
Brunei,1994.1666,-78.0204
Brunei,1994.25,-100.81826
Brunei,1994.3334,-94.71517
Brunei,1994.4166,-81.27837
Brunei,1994.5,-62.411424
Brunei,1994.5834,-57.17098
Brunei,1994.6666,-12.239984
Brunei,1994.75,3.225202
Brunei,1994.8334,-5.286688
Brunei,1994.9166,-10.433037
Brunei,1995,-45.33618
Brunei,1995.0834,-51.58431
Brunei,1995.1666,-113.92896
Brunei,1995.25,-133.84952
Brunei,1995.3334,-131.30917
Brunei,1995.4166,-100.75516
Brunei,1995.5,-102.69654
Brunei,1995.5834,-63.34324
Brunei,1995.6666,-20.751702
Brunei,1995.75,7.345237
Brunei,1995.8334,34.537923
Brunei,1995.9166,27.376257
Brunei,1996,-29.109702
Brunei,1996.0834,-6.092183
Brunei,1996.1666,-114.35032
Brunei,1996.25,-106.48046
Brunei,1996.3334,-55.124126
Brunei,1996.4166,-104.57393
Brunei,1996.5,-76.563925
Brunei,1996.5834,-35.235308
Brunei,1996.6666,-18.796705
Brunei,1996.75,18.161869
Brunei,1996.8334,78.9473
Brunei,1996.9166,39.129414
Brunei,1997,-16.319891
Brunei,1997.0834,-37.836105
Brunei,1997.1666,-74.21829
Brunei,1997.25,-129.13689
Brunei,1997.3334,-100.64354
Brunei,1997.4166,-72.28148
Brunei,1997.5,-58.140077
Brunei,1997.5834,-25.521813
Brunei,1997.6666,-13.619744
Brunei,1997.75,-13.339092
Brunei,1997.8334,-15.372542
Brunei,1997.9166,-47.45098
Brunei,1998,-78.26226
Brunei,1998.0834,-117.89858
Brunei,1998.1666,-141.68474
Brunei,1998.25,-184.0939
Brunei,1998.3334,-147.89939
Brunei,1998.4166,-93.13902
Brunei,1998.5,-125.46687
Brunei,1998.5834,-76.78953
Brunei,1998.6666,-11.093774
Brunei,1998.75,25.246903
Brunei,1998.8334,67.671135
Brunei,1998.9166,76.59152
Brunei,1999,28.901074
Brunei,1999.0834,-51.44399
Brunei,1999.1666,-75.35666
Brunei,1999.25,-52.72149
Brunei,1999.3334,-43.498695
Brunei,1999.4166,-35.22376
Brunei,1999.5,-37.808668
Brunei,1999.5834,-6.20213
Brunei,1999.6666,-1.690275
Brunei,1999.75,34.696233
Brunei,1999.8334,60.810097
Brunei,1999.9166,120.92563
Brunei,2000,41.771755
Brunei,2000.0834,11.316382
Brunei,2000.1666,-12.513424
Brunei,2000.25,-48.05737
Brunei,2000.3334,-19.31895
Brunei,2000.4166,-12.452784
Brunei,2000.5,-3.180617
Brunei,2000.5834,-12.067195
Brunei,2000.6666,16.91517
Brunei,2000.75,51.25733
Brunei,2000.8334,92.14964
Brunei,2000.9166,94.588146
Brunei,2001,38.55339
Brunei,2001.0834,27.61316
Brunei,2001.1666,-20.429624
Brunei,2001.25,-59.211902
Brunei,2001.3334,-59.32571
Brunei,2001.4166,-28.876172
Brunei,2001.5,14.043641
Brunei,2001.5834,27.907103
Brunei,2001.6666,31.436045
Brunei,2001.75,66.60275
Brunei,2001.8334,81.952706
Brunei,2001.9166,32.518964
Brunei,2002,-14.346729
Brunei,2002.0834,-41.949503
Brunei,2002.1666,-86.91773
Brunei,2002.25,-95.93177
Brunei,2002.3334,-68.21918
Brunei,2002.4166,-23.115898
Brunei,2002.5,0.82921
Brunei,2002.5834,19.670676
Brunei,2002.6666,12.843368
Brunei,2002.75,9.33617
Brunei,2002.8334,18.554864
Brunei,2002.9166,42.78129
Brunei,2003,15.569614
Brunei,2003.0834,-38.85724
Brunei,2003.1666,-82.29659
Brunei,2003.25,-94.04775
Brunei,2003.3334,-39.26933
Brunei,2003.4166,-53.9344
Brunei,2003.5,-72.50485
Brunei,2003.5834,-30.040286
Brunei,2003.6666,3.819404
Brunei,2003.75,79.53847
Brunei,2003.8334,71.14017
Brunei,2003.9166,54.373752
Brunei,2004,-13.027583
Brunei,2004.0834,-20.160977
Brunei,2004.1666,-60.032163
Brunei,2004.25,-65.653
Brunei,2004.3334,-57.06341
Brunei,2004.4166,-14.545264
Brunei,2004.5,-24.798926
Brunei,2004.5834,-30.248888
Brunei,2004.6666,-30.012332
Brunei,2004.75,38.243297
Brunei,2004.8334,50.62875
Brunei,2004.9166,3.695111
Brunei,2005,-13.419501
Brunei,2005.0834,-62.474083
Brunei,2005.1666,-78.34081
Brunei,2005.25,-103.49364
Brunei,2005.3334,-111.74034
Brunei,2005.4166,-88.79286
Brunei,2005.5,-64.98241
Brunei,2005.5834,-47.323547
Brunei,2005.6666,6.198447
Brunei,2005.75,36.280308
Brunei,2005.8334,63.477986
Brunei,2005.9166,76.022826
Brunei,2006,49.687035
Brunei,2006.0834,-2.510015
Brunei,2006.1666,-62.382728
Brunei,2006.25,-75.81963
Brunei,2006.3334,-56.366928
Brunei,2006.4166,-57.283748
Brunei,2006.5,-32.58843
Brunei,2006.5834,15.357904
Brunei,2006.6666,23.996834
Brunei,2006.75,71.18091
Brunei,2006.8334,13.777459
Brunei,2006.9166,62.103424
Brunei,2007,51.57436
Brunei,2007.0834,-55.310853
Brunei,2007.1666,-51.549077
Brunei,2007.25,-77.71148
Brunei,2007.3334,-62.795416
Brunei,2007.4166,-83.32067
Brunei,2007.5,-54.422542
Brunei,2007.5834,-30.458512
Brunei,2007.6666,3.438931
Brunei,2007.75,58.168765
Brunei,2007.8334,100.959346
Brunei,2007.9166,65.11168
Brunei,2008,39.13641
Brunei,2008.0834,3.007465
Brunei,2008.1666,-23.56537
Brunei,2008.25,-55.87919
Brunei,2008.3334,9.401132
Brunei,2008.4166,-30.313697
Brunei,2008.5,5.494643
Brunei,2008.5834,28.11565
Brunei,2008.6666,26.295105
Brunei,2008.75,67.72426
Brunei,2008.8334,105.02524
Brunei,2008.9166,145.65928
Brunei,2009,87.76456
Brunei,2009.0834,11.413088
Brunei,2009.1666,-15.202848
Brunei,2009.25,-5.915526
Brunei,2009.3334,40.684704
Brunei,2009.4166,40.19424
Brunei,2009.5,39.437328
Brunei,2009.5834,37.88018
Brunei,2009.6666,75.69697
Brunei,2009.75,93.83589
Brunei,2009.8334,97.1605
Brunei,2009.9166,80.05616
Brunei,2010,48.580606
Brunei,2010.0834,-32.661147
Brunei,2010.1666,-54.777972
Brunei,2010.25,-40.701758
Brunei,2010.3334,-29.222379
Brunei,2010.4166,-26.99942
Brunei,2010.5,-10.509439
Brunei,2010.5834,13.298254
Brunei,2010.6666,19.480921
Brunei,2010.75,97.38979
Brunei,2010.8334,152.43945
Brunei,2010.9166,131.67161
Brunei,2011,100.247085
Brunei,2011.0834,17.958995
Brunei,2011.1666,32.57083
Brunei,2011.25,5.787394
Brunei,2011.3334,-1.28275
Brunei,2011.4166,-2.573512
Brunei,2011.5,4.909108
Brunei,2011.5834,33.096075
Brunei,2011.6666,55.772133
Brunei,2011.75,72.29905
Brunei,2011.8334,125.94214
Brunei,2011.9166,137.69227
Brunei,2012,72.869085
Brunei,2012.0834,46.889465
Brunei,2012.1666,24.809819
Brunei,2012.25,11.419651
Brunei,2012.3334,26.291715
Brunei,2012.4166,42.795286
Brunei,2012.5,49.13398
Brunei,2012.5834,60.753163
Brunei,2012.6666,80.69451
Brunei,2012.75,113.18361
Brunei,2012.8334,68.779975
Brunei,2012.9166,89.187086
Brunei,2013,102.39611
Brunei,2013.0834,43.922722
Brunei,2013.1666,-6.602424
Brunei,2013.25,-5.997059
Brunei,2013.3334,20.98763
Brunei,2013.4166,20.798605
Brunei,2013.5,20.75402
Brunei,2013.5834,33.98232
Brunei,2013.6666,82.16103
Brunei,2013.75,120.63526
Brunei,2013.8334,108.91569
Brunei,2013.9166,94.20212
Brunei,2014,84.32227
Brunei,2014.0834,2.365896
Brunei,2014.1666,-25.20478
Brunei,2014.25,-43.45157
Brunei,2014.3334,-42.67148
Brunei,2014.4166,-10.533914
Brunei,2014.5,26.030865
Brunei,2014.5834,23.40788
Brunei,2014.6666,43.688443
Brunei,2014.75,76.87575
Brunei,2014.8334,96.034855
Brunei,2014.9166,124.86212
Brunei,2015,53.941343
Brunei,2015.0834,7.781486
Brunei,2015.1666,-48.028763
Brunei,2015.25,-60.281396
Brunei,2015.3334,-64.55776
Brunei,2015.4166,-53.897846
Brunei,2015.5,-8.432064
Brunei,2015.5834,-18.837614
Brunei,2015.6666,21.117913
Brunei,2015.75,40.2544
Brunei,2015.8334,25.440825
Brunei,2015.9166,49.913686
Brunei,2016,-0.462447
Brunei,2016.0834,58.487616
Brunei,2016.1666,-5.874123
Brunei,2016.25,-60.83623
Brunei,2016.3334,-54.227438
Brunei,2016.4166,-12.218651
Brunei,2016.5,-18.515281
Brunei,2016.5834,11.165676
Brunei,2016.6666,46.24535
Brunei,2016.75,81.38905
Brunei,2016.8334,92.344135
Brunei,2016.9166,150.35352
Brunei,2017,100.61993
Brunei,2017.0834,57.481583
Brunei,2017.1666,23.07939
Brunei,2017.25,-17.457072
Brunei,2017.3334,-21.922082
Brunei,2017.4166,-1.470354
Brunei,2017.5,4.086792
Brunei,2017.5834,30.190254
Brunei,2017.6666,46.37458
Brunei,2017.75,121.11099
Brunei,2017.8334,134.15821
Brunei,2017.9166,130.86309
Brunei,2018,86.77179
Brunei,2018.0834,19.675715
Brunei,2018.1666,-31.138506
Brunei,2018.25,-22.121767
Brunei,2018.3334,-48.179314
Brunei,2018.4166,-17.581588
Brunei,2018.5,48.327897
Brunei,2018.5834,57.602335
Brunei,2018.6666,63.61659
Brunei,2018.75,96.04146
Brunei,2018.8334,82.165465
Brunei,2018.9166,95.24555
Brunei,2019,60.69126
Brunei,2019.0834,-12.226085
Brunei,2019.1666,-60.051456
Brunei,2019.25,-44.300932
Brunei,2019.3334,-13.116779
Brunei,2019.4166,8.713617
Brunei,2019.5,-3.744645
Brunei,2019.5834,9.900131
Brunei,2019.6666,45.372836
Brunei,2019.75,54.815784
Brunei,2019.8334,110.60291
Brunei,2019.9166,77.75627
Brunei,2020,-8.722267
Brunei,2020.0834,-9.601994
Brunei,2020.1666,-73.93438
Brunei,2020.25,-64.41089
Brunei,2020.3334,-30.275466
Brunei,2020.4166,7.310879
Brunei,2020.5,7.397651
Brunei,2020.5834,14.281305
Brunei,2020.6666,37.5272
Brunei,2020.75,164.28225
Brunei,2020.8334,188.33244
Brunei,2020.9166,135.23282
Brunei,2021,80.81082
Brunei,2021.0834,20.27552
Brunei,2021.1666,2.432619
Brunei,2021.25,6.711228
Brunei,2021.3334,13.735829
Brunei,2021.4166,13.597009
Brunei,2021.5,32.542057
Brunei,2021.5834,54.73609
Brunei,2021.6666,50.129283
Brunei,2021.75,137.35189
Brunei,2021.8334,141.96493
Brunei,2021.9166,178.03907
Brunei,2022,95.32113
Brunei,2022.0834,93.292676
Brunei,2022.1666,31.155502
Brunei,2022.25,23.794401
Brunei,2022.3334,30.674888
Brunei,2022.4166,35.869967
Brunei,2022.5,67.72644
Brunei,2022.5834,58.184065
Brunei,2022.6666,92.34169
Brunei,2022.75,167.38126
Brunei,2022.8334,140.52153
Brunei,2022.9166,171.3541
Brunei,2023,141.13884
Brunei,2023.0834,96.74129
Brunei,2023.1666,44.110596
Brunei,2023.25,20.726254
Brunei,2023.3334,33.24783
Brunei,2023.4166,49.74979
Brunei,2023.5,40.49602
Brunei,2023.5834,60.249142
Brunei,2023.6666,93.652785
Brunei,2023.75,82.29045
Brunei,2023.8334,78.80542
Brunei,2023.9166,82.80656
Brunei,2024,73.46296
Brunei,2024.0834,40.96171
Brunei,2024.1666,-4.275782
Brunei,2024.25,-56.118056
Brunei,2024.3334,-31.028954
Brunei,2024.4166,25.819536
Brunei,2024.5,30.947477
Brunei,2024.5834,16.919697
Brunei,2024.6666,62.86994
Brunei,2024.75,120.67633
Brunei,2024.8334,159.67049
Brunei,2024.9166,166.29924
Cambodia,1992.0834,
Cambodia,1992.1666,
Cambodia,1992.25,
Cambodia,1992.3334,
Cambodia,1992.4166,
Cambodia,1992.5,
Cambodia,1992.5834,
Cambodia,1992.6666,
Cambodia,1992.75,-61.77512
Cambodia,1992.8334,111.66883
Cambodia,1992.9166,78.32576
Cambodia,1993,128.01287
Cambodia,1993.0834,32.72125
Cambodia,1993.1666,-22.891073
Cambodia,1993.25,-84.0037
Cambodia,1993.3334,-198.91693
Cambodia,1993.4166,-288.011
Cambodia,1993.5,-271.73853
Cambodia,1993.5834,-233.42891
Cambodia,1993.6666,-178.46325
Cambodia,1993.75,-32.14939
Cambodia,1993.8334,61.831117
Cambodia,1993.9166,164.34784
Cambodia,1994,100.03171
Cambodia,1994.0834,5.08979
Cambodia,1994.1666,109.3214
Cambodia,1994.25,-98.89624
Cambodia,1994.3334,-212.45123
Cambodia,1994.4166,-254.22865
Cambodia,1994.5,-233.98075
Cambodia,1994.5834,-222.78447
Cambodia,1994.6666,-187.5264
Cambodia,1994.75,-0.926786
Cambodia,1994.8334,156.54355
Cambodia,1994.9166,39.10473
Cambodia,1995,175.9079
Cambodia,1995.0834,105.09254
Cambodia,1995.1666,-12.555833
Cambodia,1995.25,-76.01494
Cambodia,1995.3334,-121.659935
Cambodia,1995.4166,-260.6481
Cambodia,1995.5,-222.97058
Cambodia,1995.5834,-193.32282
Cambodia,1995.6666,-156.40058
Cambodia,1995.75,-26.616804
Cambodia,1995.8334,182.56904
Cambodia,1995.9166,137.41258
Cambodia,1996,117.91158
Cambodia,1996.0834,187.12246
Cambodia,1996.1666,-22.3479
Cambodia,1996.25,-21.130864
Cambodia,1996.3334,-159.90402
Cambodia,1996.4166,-214.32708
Cambodia,1996.5,-185.376
Cambodia,1996.5834,-185.63367
Cambodia,1996.6666,-160.20314
Cambodia,1996.75,-41.990444
Cambodia,1996.8334,87.03112
Cambodia,1996.9166,121.94624
Cambodia,1997,119.692385
Cambodia,1997.0834,83.31562
Cambodia,1997.1666,17.487852
Cambodia,1997.25,-86.00407
Cambodia,1997.3334,-139.29182
Cambodia,1997.4166,-218.18753
Cambodia,1997.5,-159.23691
Cambodia,1997.5834,-189.10025
Cambodia,1997.6666,-54.138843
Cambodia,1997.75,-41.907366
Cambodia,1997.8334,49.29433
Cambodia,1997.9166,171.55574
Cambodia,1998,84.68997
Cambodia,1998.0834,38.08597
Cambodia,1998.1666,21.252163
Cambodia,1998.25,-86.95147
Cambodia,1998.3334,-119.972706
Cambodia,1998.4166,-227.3687
Cambodia,1998.5,-182.17658
Cambodia,1998.5834,-198.04347
Cambodia,1998.6666,-184.59585
Cambodia,1998.75,-63.643515
Cambodia,1998.8334,55.983357
Cambodia,1998.9166,148.34389
Cambodia,1999,129.96635
Cambodia,1999.0834,58.685403
Cambodia,1999.1666,-35.54593
Cambodia,1999.25,-87.03188
Cambodia,1999.3334,-133.50922
Cambodia,1999.4166,-220.56864
Cambodia,1999.5,-220.68283
Cambodia,1999.5834,-193.90376
Cambodia,1999.6666,-130.48883
Cambodia,1999.75,39.10731
Cambodia,1999.8334,100.87552
Cambodia,1999.9166,206.4861
Cambodia,2000,154.34574
Cambodia,2000.0834,118.58878
Cambodia,2000.1666,59.36264
Cambodia,2000.25,-87.05745
Cambodia,2000.3334,-155.949
Cambodia,2000.4166,-155.41078
Cambodia,2000.5,-165.44074
Cambodia,2000.5834,-219.09148
Cambodia,2000.6666,-80.669045
Cambodia,2000.75,-123.80581
Cambodia,2000.8334,206.79729
Cambodia,2000.9166,145.05737
Cambodia,2001,147.12447
Cambodia,2001.0834,169.23457
Cambodia,2001.1666,16.21753
Cambodia,2001.25,-78.56499
Cambodia,2001.3334,-173.8681
Cambodia,2001.4166,-211.10514
Cambodia,2001.5,-149.71828
Cambodia,2001.5834,-143.73784
Cambodia,2001.6666,-88.23634
Cambodia,2001.75,26.971787
Cambodia,2001.8334,218.52888
Cambodia,2001.9166,197.1405
Cambodia,2002,140.31672
Cambodia,2002.0834,162.83675
Cambodia,2002.1666,40.605243
Cambodia,2002.25,7.972739
Cambodia,2002.3334,-85.16851
Cambodia,2002.4166,-178.21978
Cambodia,2002.5,-173.03647
Cambodia,2002.5834,-170.91195
Cambodia,2002.6666,-130.4319
Cambodia,2002.75,9.545559
Cambodia,2002.8334,144.62535
Cambodia,2002.9166,192.73925
Cambodia,2003,213.02204
Cambodia,2003.0834,123.59361
Cambodia,2003.1666,97.005084
Cambodia,2003.25,-67.895934
Cambodia,2003.3334,-148.3832
Cambodia,2003.4166,-198.9289
Cambodia,2003.5,-181.56943
Cambodia,2003.5834,-161.06436
Cambodia,2003.6666,-128.6762
Cambodia,2003.75,74.484445
Cambodia,2003.8334,167.67898
Cambodia,2003.9166,219.2934
Cambodia,2004,153.61294
Cambodia,2004.0834,148.14813
Cambodia,2004.1666,100.37127
Cambodia,2004.25,-66.214174
Cambodia,2004.3334,-113.36457
Cambodia,2004.4166,-204.13962
Cambodia,2004.5,-181.26717
Cambodia,2004.5834,-186.23598
Cambodia,2004.6666,-59.58111
Cambodia,2004.75,158.62796
Cambodia,2004.8334,211.32836
Cambodia,2004.9166,181.80911
Cambodia,2005,152.84428
Cambodia,2005.0834,60.650297
Cambodia,2005.1666,63.50201
Cambodia,2005.25,-64.72619
Cambodia,2005.3334,-196.62589
Cambodia,2005.4166,-233.19359
Cambodia,2005.5,-214.81164
Cambodia,2005.5834,-190.43806
Cambodia,2005.6666,-104.156606
Cambodia,2005.75,22.103908
Cambodia,2005.8334,111.17998
Cambodia,2005.9166,193.74032
Cambodia,2006,168.01168
Cambodia,2006.0834,142.8833
Cambodia,2006.1666,18.12077
Cambodia,2006.25,-68.05074
Cambodia,2006.3334,-95.53455
Cambodia,2006.4166,-229.32443
Cambodia,2006.5,-207.97801
Cambodia,2006.5834,-169.85573
Cambodia,2006.6666,-109.58784
Cambodia,2006.75,13.979478
Cambodia,2006.8334,92.348926
Cambodia,2006.9166,264.2652
Cambodia,2007,231.86953
Cambodia,2007.0834,2.723909
Cambodia,2007.1666,47.369152
Cambodia,2007.25,8.193923
Cambodia,2007.3334,-143.28001
Cambodia,2007.4166,-199.25503
Cambodia,2007.5,-216.72872
Cambodia,2007.5834,-213.00662
Cambodia,2007.6666,-128.47205
Cambodia,2007.75,20.646732
Cambodia,2007.8334,179.96836
Cambodia,2007.9166,189.04273
Cambodia,2008,155.18327
Cambodia,2008.0834,204.04461
Cambodia,2008.1666,65.158464
Cambodia,2008.25,-17.74791
Cambodia,2008.3334,-68.04296
Cambodia,2008.4166,-162.0167
Cambodia,2008.5,-107.31803
Cambodia,2008.5834,-120.54255
Cambodia,2008.6666,-154.7111
Cambodia,2008.75,20.373601
Cambodia,2008.8334,213.60543
Cambodia,2008.9166,239.30669
Cambodia,2009,244.52093
Cambodia,2009.0834,92.64073
Cambodia,2009.1666,59.545767
Cambodia,2009.25,4.43185
Cambodia,2009.3334,-52.22421
Cambodia,2009.4166,-139.23112
Cambodia,2009.5,-149.87251
Cambodia,2009.5834,-154.23428
Cambodia,2009.6666,-125.88705
Cambodia,2009.75,-48.343293
Cambodia,2009.8334,213.02038
Cambodia,2009.9166,205.32241
Cambodia,2010,207.65518
Cambodia,2010.0834,90.83082
Cambodia,2010.1666,157.75055
Cambodia,2010.25,49.019597
Cambodia,2010.3334,-34.390002
Cambodia,2010.4166,-162.4216
Cambodia,2010.5,-140.05521
Cambodia,2010.5834,-120.2738
Cambodia,2010.6666,-62.64851
Cambodia,2010.75,78.663774
Cambodia,2010.8334,249.0511
Cambodia,2010.9166,231.99183
Cambodia,2011,299.07516
Cambodia,2011.0834,172.16697
Cambodia,2011.1666,241.11834
Cambodia,2011.25,46.080332
Cambodia,2011.3334,-97.697996
Cambodia,2011.4166,-139.65417
Cambodia,2011.5,-132.70654
Cambodia,2011.5834,-111.15552
Cambodia,2011.6666,-106.474325
Cambodia,2011.75,90.69614
Cambodia,2011.8334,187.81391
Cambodia,2011.9166,325.4422
Cambodia,2012,241.07867
Cambodia,2012.0834,194.6733
Cambodia,2012.1666,168.71658
Cambodia,2012.25,-14.823728
Cambodia,2012.3334,-103.432834
Cambodia,2012.4166,-142.2754
Cambodia,2012.5,-132.86215
Cambodia,2012.5834,-104.87831
Cambodia,2012.6666,-46.977784
Cambodia,2012.75,145.39073
Cambodia,2012.8334,167.30955
Cambodia,2012.9166,305.6999
Cambodia,2013,262.3335
Cambodia,2013.0834,193.74585
Cambodia,2013.1666,110.05909
Cambodia,2013.25,49.969237
Cambodia,2013.3334,-24.704069
Cambodia,2013.4166,-170.26912
Cambodia,2013.5,-137.40677
Cambodia,2013.5834,-99.67297
Cambodia,2013.6666,-72.27368
Cambodia,2013.75,140.12542
Cambodia,2013.8334,260.2613
Cambodia,2013.9166,278.18412
Cambodia,2014,213.67282
Cambodia,2014.0834,148.71292
Cambodia,2014.1666,110.89608
Cambodia,2014.25,2.195081
Cambodia,2014.3334,-90.764396
Cambodia,2014.4166,-179.9122
Cambodia,2014.5,-149.69416
Cambodia,2014.5834,-99.340186
Cambodia,2014.6666,-67.54958
Cambodia,2014.75,95.05682
Cambodia,2014.8334,181.60857
Cambodia,2014.9166,286.26344
Cambodia,2015,220.93111
Cambodia,2015.0834,158.1643
Cambodia,2015.1666,67.30171
Cambodia,2015.25,53.253736
Cambodia,2015.3334,-97.36838
Cambodia,2015.4166,-183.72457
Cambodia,2015.5,-151.83516
Cambodia,2015.5834,-137.94127
Cambodia,2015.6666,-72.22182
Cambodia,2015.75,56.180984
Cambodia,2015.8334,167.72373
Cambodia,2015.9166,256.07765
Cambodia,2016,248.68117
Cambodia,2016.0834,312.7331
Cambodia,2016.1666,121.09295
Cambodia,2016.25,-8.808992
Cambodia,2016.3334,-48.166476
Cambodia,2016.4166,-175.86473
Cambodia,2016.5,-138.59649
Cambodia,2016.5834,-131.4624
Cambodia,2016.6666,-149.66226
Cambodia,2016.75,-61.25385
Cambodia,2016.8334,156.97525
Cambodia,2016.9166,247.7676
Cambodia,2017,259.11447
Cambodia,2017.0834,251.20196
Cambodia,2017.1666,112.46114
Cambodia,2017.25,40.338777
Cambodia,2017.3334,-47.046546
Cambodia,2017.4166,-128.09756
Cambodia,2017.5,-104.90432
Cambodia,2017.5834,-56.246527
Cambodia,2017.6666,-67.38433
Cambodia,2017.75,94.96315
Cambodia,2017.8334,224.90418
Cambodia,2017.9166,281.42157
Cambodia,2018,208.07968
Cambodia,2018.0834,220.07813
Cambodia,2018.1666,120.028764
Cambodia,2018.25,38.788524
Cambodia,2018.3334,-76.55937
Cambodia,2018.4166,-152.946
Cambodia,2018.5,-120.863415
Cambodia,2018.5834,-132.30036
Cambodia,2018.6666,-53.25246
Cambodia,2018.75,139.24772
Cambodia,2018.8334,209.88195
Cambodia,2018.9166,235.7518
Cambodia,2019,271.09042
Cambodia,2019.0834,177.00079
Cambodia,2019.1666,84.98784
Cambodia,2019.25,23.11489
Cambodia,2019.3334,-56.34828
Cambodia,2019.4166,-78.15261
Cambodia,2019.5,-141.76923
Cambodia,2019.5834,-134.20545
Cambodia,2019.6666,-7.284614
Cambodia,2019.75,121.957265
Cambodia,2019.8334,244.02241
Cambodia,2019.9166,250.2059
Cambodia,2020,199.343
Cambodia,2020.0834,244.03554
Cambodia,2020.1666,37.749395
Cambodia,2020.25,96.27638
Cambodia,2020.3334,-40.414527
Cambodia,2020.4166,-130.77801
Cambodia,2020.5,-86.990915
Cambodia,2020.5834,-75.2421
Cambodia,2020.6666,-52.81709
Cambodia,2020.75,69.24893
Cambodia,2020.8334,291.1235
Cambodia,2020.9166,286.1666
Cambodia,2021,308.3507
Cambodia,2021.0834,186.01862
Cambodia,2021.1666,133.14384
Cambodia,2021.25,49.45605
Cambodia,2021.3334,-21.738674
Cambodia,2021.4166,-128.67473
Cambodia,2021.5,-98.97734
Cambodia,2021.5834,-98.201685
Cambodia,2021.6666,-93.72815
Cambodia,2021.75,78.49828
Cambodia,2021.8334,240.49154
Cambodia,2021.9166,373.15845
Cambodia,2022,272.4509
Cambodia,2022.0834,337.77845
Cambodia,2022.1666,106.14484
Cambodia,2022.25,99.13903
Cambodia,2022.3334,-35.86437
Cambodia,2022.4166,-96.84839
Cambodia,2022.5,-58.925804
Cambodia,2022.5834,-64.76558
Cambodia,2022.6666,-0.817942
Cambodia,2022.75,184.55206
Cambodia,2022.8334,207.35425
Cambodia,2022.9166,353.90186
Cambodia,2023,257.21985
Cambodia,2023.0834,287.1909
Cambodia,2023.1666,191.7019
Cambodia,2023.25,52.94294
Cambodia,2023.3334,-33.61399
Cambodia,2023.4166,-93.45275
Cambodia,2023.5,-116.57943
Cambodia,2023.5834,-99.32675
Cambodia,2023.6666,-3.285533
Cambodia,2023.75,75.66054
Cambodia,2023.8334,246.88193
Cambodia,2023.9166,290.24196
Cambodia,2024,305.2986
Cambodia,2024.0834,234.52856
Cambodia,2024.1666,137.43429
Cambodia,2024.25,23.46806
Cambodia,2024.3334,33.053614
Cambodia,2024.4166,-94.04051
Cambodia,2024.5,-63.63624
Cambodia,2024.5834,-50.55579
Cambodia,2024.6666,-101.681724
Cambodia,2024.75,97.489476
Cambodia,2024.8334,262.88354
Cambodia,2024.9166,301.346
Canada,1992.0834,
Canada,1992.1666,
Canada,1992.25,
Canada,1992.3334,
